-111.24344782,-112.775795188,-111.611879316,-111.439080275,-108.758604791,-110.384316688,-109.497581386,-102.898467086,-102.772165744,-101.164278598,-104.460066566,-102.978753918,-105.624146794,-106.888093696,-114.355788931,-117.61189704,-111.161618524,-109.431526054,-109.051064038,-111.44699806,-112.287983655,-109.743130479,-109.734358388,-108.447501114,-109.566220572,-108.689740677,-111.17088669,-113.921864748,-116.280438456,-115.891582845
-111.1871357,-110.108576008,-110.703870184,-102.864603253,-101.990550638,-102.217943172,-107.735366045,-97.7545509251,-97.7390528819,-97.1918869714,-106.127350632,-101.055108978,-102.553433219,-102.549276373,-119.89943859,-118.243100995,-115.983265039,-111.884919085,-106.467776218,-106.541300457,-106.967343299,-111.914687079,-109.772939126,-110.745667525,-111.802233406,-114.231981839,-113.18011285,-110.441923715,-110.912184291,-111.234716101
-107.57763282,-109.088092553,-109.161953372,-104.004271906,-101.98738724,-102.090452312,-104.467661425,-99.9508349972,-100.139827135,-98.5036227177,-102.404513942,-89.0052539769,-89.1800109415,-89.1887592573,-110.092781561,-109.158583024,-111.189598049,-112.791760104,-113.947099073,-112.970283009,-113.345298553,-112.066749241,-111.224438774,-107.551224557,-105.8986547,-105.759217429,-107.186272713,-108.734561828,-109.135783214,-109.750459708
-109.419339649,-117.556835695,-117.586586106,-100.585893426,-98.9945997256,-98.7490223773,-103.102543217,-102.862848385,-103.499349795,-99.179952147,-100.717600799,-96.1313800252,-97.7890744254,-97.9025323905,-114.287852403,-114.281301537,-112.817427513,-105.911968648,-105.695257118,-105.969509963,-115.089236531,-115.918688832,-113.000429741,-108.694895495,-108.098195379,-108.702182249,-112.965783108,-111.486595647,-112.474706292,-110.990156978
-120.221632537,-119.517397394,-103.13497467,-101.295006978,-99.416511174,-101.117849382,-102.745450488,-100.359710429,-100.880094711,-98.1130615273,-101.15039561,-100.345506949,-107.00819212,-106.793051908,-109.957080417,-110.886660084,-110.85170664,-114.632054181,-112.742241773,-115.937027254,-111.470220781,-111.158755322,-109.495809146,-108.432590904,-109.216084419,-108.79878954,-109.956601763,-109.863619063,-111.613838542,-114.967448049
-107.1951659,-110.215864486,-108.127580033,-104.762653165,-101.426816368,-101.897252522,-103.239761432,-97.0659163175,-97.1045031888,-97.1514413767,-113.989091199,-110.386716897,-110.086183376,-108.445613373,-108.702673969,-108.911737353,-112.009602998,-112.028850965,-110.954034713,-111.176418421,-112.776403265,-106.777662366,-106.776553499,-105.796287277,-110.302148187,-106.709356103,-107.580772923,-105.846182138,-107.803076249,-106.909330037
-110.097562961,-109.986218916,-111.576184259,-98.4683335141,-98.1144599754,-98.1630739317,-107.819243756,-97.1424610126,-97.0761723681,-96.9386110923,-109.451546124,-108.400852135,-109.780710692,-108.05242256,-106.611775572,-107.035181325,-107.006936816,-109.502719533,-109.019112135,-109.025984034,-109.902832238,-110.714772521,-110.646667936,-111.334516014,-111.242179557,-115.814482204,-115.976378742,-119.254559431,-112.75020283,-110.897731978
-113.684703859,-113.547916976,-110.583408343,-102.08712765,-101.842226355,-101.680967888,-107.347063185,-103.348246106,-104.184400043,-99.1745033051,-100.487296143,-100.504634633,-116.665580968,-111.154102817,-109.486207318,-109.333873201,-112.236843794,-116.7292404,-113.979311554,-111.20069448,-110.353891135,-109.508026861,-108.16639335,-106.573208009,-107.192966551,-106.614720679,-109.016713687,-109.131143031,-112.977661049,-106.365368572
-105.406361829,-108.290430728,-106.789585113,-102.046625897,-101.483616946,-101.068652056,-104.327439642,-98.7668518926,-99.5050781929,-99.6109214516,-111.16361351,-108.674670865,-109.02416529,-108.639838666,-108.638458802,-109.119246627,-111.419132645,-120.76039992,-115.36398597,-114.755240561,-107.922224286,-108.095647782,-105.150366082,-107.473328188,-107.872901941,-111.53480963,-110.352592779,-109.364272449,-111.461966398,-111.799379176
-108.610893055,-109.697643604,-106.746199366,-99.8623403263,-98.8879257314,-98.7559790087,-103.04529794,-103.278279947,-105.468873429,-101.627940869,-102.992108754,-102.24280173,-107.333632655,-108.481102399,-111.394963479,-109.879145498,-108.847093335,-108.388005621,-109.98769822,-110.50110066,-113.07661474,-110.468377636,-111.418541779,-110.979201237,-113.80775118,-115.308428469,-114.590027073,-109.192044172,-108.471282733,-109.105431987
-106.694702311,-107.714002053,-104.367228325,-104.470281642,-102.747587658,-102.427766876,-102.946591709,-96.0917840663,-96.5250772842,-95.6618409368,-102.148349671,-101.69743813,-108.97852939,-107.88280843,-110.633177634,-110.841725436,-115.612363737,-114.17929708,-113.332950208,-114.061110327,-111.627015086,-110.385960257,-109.355290156,-107.849456923,-108.865951127,-108.995371671,-109.97486802,-109.941022955,-110.357514089,-109.07845163
