-99.9003504231,-99.748182777,-98.9346436799,-103.460422369,-102.666882524,-103.907913972,-103.390116269,-104.903146802,-100.651122688,-98.4550415225,-98.5372110856,-101.918373851,-112.813678286,-111.673885702
-102.791775723,-102.586933558,-100.807827088,-102.640139597,-101.868651995,-104.371400471,-102.317496206,-102.682523169,-101.215340599,-102.541551978,-100.280729629,-101.55353466,-102.543184149,-111.089162962
-101.503984392,-101.90869212,-96.2046276232,-97.107401826,-96.6590396044,-102.50550987,-98.2236922941,-98.8205587187,-99.5491196399,-101.586946422,-97.5237819367,-97.6890846522,-99.3912368354,-97.5279536993
-109.803767581,-107.347479264,-101.933238332,-100.779479544,-98.1254442677,-99.6900331585,-96.4360073646,-98.3015251434,-96.4749963008,-99.8368655372,-99.6452188273,-104.968879192,-108.364374116,-99.725489403
-103.948160723,-104.255799182,-101.675752967,-103.496015811,-98.8267094468,-99.6858077585,-96.3791606365,-97.6365323979,-95.0622565914,-96.8415100622,-95.9414149179,-99.7827809948,-100.626608377,-103.168752941
-100.291175318,-97.9236547475,-100.66083388,-100.464220357,-100.346887644,-99.2433228857,-96.9203315034,-98.6233385657,-98.4648520342,-96.9086888594,-96.7742404129,-97.5298188093,-106.733279968,-99.5330636031
-108.921168724,-106.641118102,-107.01853262,-107.965849101,-101.772812589,-101.077055484,-99.5953389305,-99.5133421477,-99.499860169,-98.4313670786,-99.4976102515,-99.7567654884,-103.937759847,-102.878221069
-99.2432846334,-98.7480751728,-97.5267292662,-99.622365898,-98.5868675925,-96.891893196,-96.346789992,-96.7482651111,-97.1183302834,-96.4858315017,-91.5886724127,-92.5008047291,-92.9907078507,-105.093667053
-102.698279318,-102.918664802,-104.240122828,-107.642720408,-104.91677226,-100.548369038,-98.8378577999,-98.2774259327,-98.1667429695,-95.5052287495,-95.5685258214,-96.747953388,-104.021847056,-115.728290156
-111.012830087,-109.995122749,-106.311303477,-106.259091959,-104.595481234,-104.45213226,-103.109626553,-104.388300726,-106.322918837,-108.113734582,-100.734968147,-100.957002007,-101.216396082,-110.931239813
-105.894092987,-103.36952984,-102.39029201,-102.819083916,-104.365789378,-102.351183975,-100.733453958,-100.611363103,-100.107354891,-101.670754678,-101.864171457,-110.260836129,-110.3208335,-102.172763423
-100.424225758,-99.0660355311,-98.0221649426,-99.8226311256,-101.857764437,-104.486244411,-106.104232355,-105.435460261,-103.027253435,-101.448539152,-102.733053083,-105.76435109,-108.486093166,-103.771565843
-104.90060419,-104.545866346,-101.065264594,-101.213044094,-97.7108822872,-96.7730458866,-94.796464596,-95.9989549396,-96.2156605957,-98.6074953715,-94.5150921464,-95.5751493602,-95.7602589186,-103.529937251
-103.047443585,-103.051830625,-100.122200906,-101.250710585,-100.457387431,-100.538610403,-97.8311687107,-97.2817651758,-96.5007911725,-98.3776836469,-99.6189320856,-107.442610071,-108.196407899,-108.589412566
-101.504755359,-100.847750849,-101.873836889,-105.907422313,-103.13847792,-103.502547283,-102.534800436,-100.421470514,-99.7119951643,-100.473282117,-99.8477701849,-100.652304242,-100.455294133,-111.586865074
-105.362836034,-105.761650905,-102.632622725,-102.08189878,-101.627705368,-106.142241449,-101.84230213,-100.724893149,-95.6253507893,-96.4456735897,-96.6919103998,-107.598388149,-106.529321252,-108.167677703
-104.503069114,-100.297657702,-99.1569205386,-99.6043417829,-104.061630616,-104.001170616,-102.027006894,-100.313650048,-100.706832959,-98.4587444674,-99.50336614,-100.436163663,-110.544168083,-105.913097783
-97.2204040601,-95.812950363,-96.6324289197,-100.155585935,-103.701635419,-97.6147011102,-95.8370329223,-95.6691954257,-98.6319603937,-95.5918933052,-92.2726310286,-92.4065144947,-94.5684866332,-108.765259435
-96.2779751954,-95.4864878336,-95.7401706823,-96.0534401063,-102.80981499,-103.983183218,-103.588802744,-100.670298034,-92.7075921733,-92.1750749948,-91.0908201859,-95.0595320273,-96.4649308006,-106.590360961
-93.4943695306,-92.8808146432,-94.4943540294,-99.453137216,-97.1795793317,-95.0007253957,-93.4329315871,-95.12375672,-93.1082984032,-93.8883269491,-93.3832620895,-99.2175701599,-102.191784256,-103.319954682
-98.9089150782,-87.1615839088,-87.246050411,-87.4055081101,-101.602544496,-96.3063333888,-94.8886369817,-94.474150803,-94.9519964633,-95.4599031698,-95.6989357138,-98.4902206361,-100.449217384,-107.069576491
-92.1704101556,-92.3691197016,-92.151999584,-100.424250943,-100.319405477,-99.0593244135,-98.6785978983,-98.5292813577,-96.3550696065,-96.1695395568,-95.951256202,-101.020213408,-102.642876209,-109.967431619
-105.292100136,-102.906740888,-105.79732565,-105.794833727,-107.744042446,-97.6056780478,-96.4744549942,-96.1812341413,-98.7969715378,-99.3700585348,-97.5539131136,-98.8815670443,-100.09250384,-109.426217023
-106.297266479,-103.519499412,-100.010263611,-99.4052899052,-99.822602462,-104.235331181,-102.921699462,-100.119567265,-98.3161454333,-97.8407167673,-97.806917565,-99.2727047976,-101.910908074,-113.486476117
-100.968720795,-99.2984521429,-100.180748605,-103.452673033,-105.390194234,-105.779735036,-102.976086459,-105.096388673,-98.8307648265,-98.3075508234,-97.3216097521,-100.568789714,-102.833215743,-105.426574957
-108.579456027,-104.878696899,-106.62037977,-105.661799271,-102.924286734,-100.71379798,-98.6698715379,-99.7486720069,-99.7809190351,-98.2023652234,-97.8990863658,-98.7769379458,-104.934623467,-106.460356612
-99.6810418007,-99.4573944808,-100.399823185,-104.323504269,-104.494982709,-100.592318023,-97.421861996,-96.4645355514,-97.5741810409,-97.5304856148,-97.2737361306,-97.6597339308,-101.118724025,-102.933582489
-101.398228672,-101.689946704,-102.858759057,-103.990685134,-101.597737122,-95.4054017191,-94.859352915,-95.0999219228,-102.226386493,-103.601739752,-99.8824058857,-100.236697878,-101.291612407,-106.855291736
