-110.671021149,-110.896649646,-109.468615326,-109.578767419,-108.855522188,-105.145070811,-104.444665373,-104.524255096,-104.902135516,-101.256906452,-100.897706039,-100.616276306,-101.474892534,-101.59147291,-101.146048057,-101.028081072,-104.769461567,-105.573936183,-107.222079772,-107.539164139,-108.611509653,-112.00480414,-104.263540934,-104.153834964,-101.637820809,-101.19952646
-107.097022052,-108.633104701,-107.951039103,-107.859313334,-107.275058719,-107.354933849,-106.370632786,-107.547252954,-105.860259857,-105.608538625,-105.160660882,-105.184531496,-105.025766652,-103.935663941,-103.197388297,-103.956751594,-103.665690899,-103.795861892,-103.473326583,-103.119605961,-104.072543615,-102.937108922,-98.9706737497,-99.1749626638,-97.8615301402,-97.6942818056
-107.063402153,-104.054113247,-101.412366183,-100.958087473,-100.665609944,-100.855604766,-100.304146384,-100.560228299,-101.079948193,-103.215710728,-103.43230646,-102.387315517,-101.778027887,-100.525865292,-100.238833021,-100.586603042,-100.750884515,-101.152205152,-98.8594160535,-98.8180230336,-100.045653932,-99.919987635,-98.0723262223,-98.0754982555,-97.3570805695,-99.1039938079
-110.509486504,-99.8860780198,-98.7222662149,-98.3576243421,-98.2025836504,-98.0709111896,-97.9467009193,-98.0057838647,-100.870787011,-102.989716562,-103.832113867,-103.347953845,-102.924008491,-103.550532937,-103.530347412,-105.180074895,-104.675750435,-104.665650707,-104.818920253,-105.696217353,-105.002010996,-104.675826276,-103.962567401,-104.300239935,-99.7993050719,-99.9953884479
-108.017743644,-108.467826436,-106.076484845,-106.076962521,-106.0772275,-103.686013481,-102.797383005,-102.832835123,-101.988994633,-102.054774547,-101.914867226,-101.438234182,-99.9555094904,-100.099097146,-100.074534769,-100.733998424,-101.183177328,-101.153445888,-101.006318474,-104.370078884,-105.174551392,-104.839335489,-102.318733894,-102.176933272,-102.394265906,-99.9890419516
-106.742939753,-106.364825636,-106.795234621,-106.115463637,-101.726427266,-101.466396867,-100.767725747,-101.117867819,-100.905707129,-100.946976669,-99.8524243921,-101.316680563,-101.470932489,-102.362295537,-102.134415796,-102.771443291,-102.751339688,-105.7075459,-108.752247306,-108.375048577,-106.79140707,-104.203306218,-103.381858516,-103.456234892,-99.1975193731,-98.8991711227
-106.644400287,-105.775693026,-103.192368098,-102.235705278,-101.24080336,-101.099623063,-100.632154719,-101.196689209,-100.263109958,-99.6505747804,-98.138811088,-98.5614781834,-97.9164179402,-97.771576383,-97.6070498106,-98.2219320164,-99.1239613124,-101.339974838,-101.137096505,-102.834275076,-104.065067196,-103.830328848,-98.1472303808,-98.1357905484,-95.7352101889,-95.8041793551
-108.291425238,-99.9537432428,-99.8301299265,-99.0847601974,-98.2722382551,-98.0367752621,-98.0143837763,-98.0377864957,-101.103355125,-100.920531495,-101.47161875,-101.809523047,-101.574831411,-98.9270900949,-98.6964493593,-98.7951988461,-99.0746601895,-98.9552379608,-99.6818537694,-100.314765218,-104.744118423,-103.603878345,-103.451247075,-103.465940206,-97.3425503722,-97.1877540275
-106.926000218,-104.063528301,-103.629665571,-102.807258453,-102.770103383,-102.398970231,-102.555071903,-102.825437794,-104.63469651,-103.70808101,-103.610199483,-102.415330533,-102.694678127,-100.80275526,-100.835360143,-100.520099674,-101.366484536,-101.327168133,-99.0902609082,-99.0068059294,-100.128658237,-99.1640278353,-98.8130589088,-98.8034287496,-97.5383750821,-99.4800764552
-109.219332869,-110.164429653,-111.228376581,-104.491579943,-104.338699578,-104.303737274,-103.594529695,-103.549357025,-99.9546525016,-99.9248901362,-99.8962806425,-99.9638759103,-99.9651543211,-99.0844902906,-98.7616717245,-101.047623338,-101.025280485,-102.61159776,-100.761839409,-100.80111676,-102.398390622,-99.5303358185,-98.9018562558,-98.9645188808,-98.2237539878,-98.7050903738
