-100.999856864,-101.352808786,-110.633853657,-115.595280909,-111.125457409,-110.413628443,-112.437198359,-113.090461735,-114.707767787,-106.831378551,-100.40536823,-101.16693168,-110.720481097,-102.747331873,-102.58713375,-110.219871203,-103.998893782,-87.0844827681,-71.9565128885,-72.0894398314,-80.4256345438,-65.581512414,-65.2857209954,-71.5005845581,-73.2782643755,-83.2020198958,-120.374900303,-120.143000365,-71.3027360425,-71.3023415295,-108.501843732
-99.3316270274,-101.857556784,-116.033724581,-112.646045957,-105.141887095,-101.602642414,-103.291811746,-112.143659363,-119.021405514,-115.453335715,-98.3796514974,-98.4296768827,-109.526835623,-99.7208519615,-100.14057703,-117.706419275,-109.738979138,-86.2309052727,-74.697028506,-75.0087533664,-77.6537886258,-64.8001633234,-64.987327473,-73.4296753548,-71.4191664799,-75.2373197934,-103.472330276,-109.373747965,-73.8007587478,-73.8006844919,-109.317415776
-101.206026177,-104.58190206,-114.288339993,-115.327005754,-103.692328057,-102.813546715,-108.781401896,-112.188542295,-111.865648041,-107.874191268,-99.6108630774,-99.9506290469,-104.218815504,-103.666732191,-104.875247811,-106.569500829,-108.493903135,-94.5895345854,-73.3966228414,-73.4280251369,-80.4239448644,-64.2805072301,-64.0593735157,-74.7817568965,-76.2291477698,-77.1722048623,-103.186545901,-104.110681007,-71.3008960189,-71.3025154148,-103.507619325
-97.8269883019,-99.5321725192,-114.885916904,-118.361563984,-104.6093327,-101.569926961,-104.233816541,-111.896916919,-107.882053094,-105.782603406,-97.5094384645,-97.6087019938,-105.79324155,-105.173959844,-100.943908803,-100.834025021,-105.608157474,-93.5716379912,-73.387622974,-73.4279679197,-73.3817920146,-68.6349702388,-67.686041133,-68.6388965352,-69.9771125314,-73.622851062,-94.3163969744,-111.69315428,-71.3025944745,-71.3026699854,-114.46900291
-98.5768457369,-99.7895347365,-111.200785385,-114.989786715,-102.992694206,-102.790000725,-109.258052515,-110.284085025,-108.342399916,-102.587866908,-96.8924863196,-97.7683837371,-104.63019178,-98.2674176687,-99.0342321153,-107.486342485,-104.538527468,-95.6231112374,-68.1564590268,-68.1630548428,-82.9088712411,-68.0802871461,-67.8733188993,-70.5670909325,-70.2594264076,-77.1722048623,-103.906923089,-116.036653529,-71.3025944745,-71.3025623374,-114.034449871
-101.192720878,-103.11576767,-105.925680353,-113.295823031,-104.599523489,-104.342822971,-112.40155964,-109.515536801,-104.392334727,-101.721108019,-100.569171092,-101.324461869,-105.418381366,-108.451382509,-103.694537701,-97.0384563392,-97.6548882718,-109.289959219,-68.9912326826,-68.9914113014,-78.4874536545,-64.8393564567,-64.8588787145,-73.7658475962,-71.4038752711,-73.6554967783,-103.909644663,-132.983271177,-71.3027360425,-71.3025623374,-112.184989533
-97.4617252977,-97.4971518693,-116.710922709,-113.459535966,-102.12962661,-100.702182421,-105.472489802,-117.989745732,-108.03938118,-104.225635465,-101.764846063,-103.194087808,-105.449453434,-102.678807686,-102.291141719,-99.4148370996,-99.8897346521,-91.7307076612,-79.2058099416,-79.4485066705,-79.4023314124,-68.8479860831,-67.7037431298,-72.8443215228,-75.0761174074,-75.219667945,-97.8457029111,-113.87635218,-69.3644462401,-69.3641924958,-109.561010205
-98.0424231054,-99.15884698,-104.885857654,-116.370903883,-113.760510002,-107.087686632,-107.493815125,-108.601281963,-107.174510795,-102.608858897,-101.887275919,-107.050075779,-107.936580275,-107.518874982,-109.180418283,-98.8001446106,-97.279129021,-98.6882837966,-66.7110899598,-66.7124622257,-82.9201605289,-68.0802871461,-67.8733188993,-76.335812067,-68.0890039584,-68.3935464552,-103.592126209,-112.004447859,-73.8011781628,-73.8013370696,-114.522443645
-108.386343193,-102.538629393,-103.77609915,-113.211812066,-102.746517573,-99.3957812593,-101.793866391,-110.905481968,-107.099759394,-108.019068335,-109.176459804,-108.716008541,-111.638739826,-105.958656129,-101.663018927,-99.1536650011,-100.981919054,-90.3195245565,-69.8673745468,-69.9046498763,-72.4635895813,-69.0817493087,-70.9921394557,-76.335812067,-72.7073225886,-73.6432258594,-97.5137115927,-108.101800538,-67.7808928374,-67.7807653715,-109.550948083
-100.433553957,-101.132365115,-111.737282214,-111.178226643,-109.806608039,-107.38011692,-108.58628876,-112.32479365,-108.260969962,-105.061221282,-98.0281440517,-98.4343730698,-105.84650896,-100.663444035,-101.713464596,-110.19134822,-110.241517827,-95.3603507572,-79.339237425,-79.4490038868,-82.9246387893,-64.9610314526,-64.3800064418,-72.1231981483,-70.5997568707,-71.151604949,-97.5715262952,-104.355277029,-66.4415119203,-66.4419050121,-109.122610645
