-94.5261810471,-94.4541339245,-97.9579668185,-98.1879852322,-98.4514457109,-98.8215650159,-103.556478081,-103.674921903,-104.293266354,-104.253300034,-104.704182333,-104.935243106,-105.349463946,-106.363044174,-103.825783836,-103.377347851,-103.008657829,-101.503707975,-101.275112572,-100.373024504,-100.942413554,-101.277533466,-101.315327446,-101.228653585,-102.544534803,-102.865058969
-96.0361473476,-95.8700212227,-97.2929283302,-97.7268380362,-97.9992041768,-98.4362313254,-105.941389146,-105.825842126,-108.514838219,-108.678042623,-107.951740884,-107.402177965,-107.338126118,-108.375630751,-104.016005124,-104.122129392,-104.122083889,-102.333961626,-102.215518111,-102.041643017,-101.008368746,-102.195933585,-102.020059271,-100.96601887,-101.849876717,-102.04084017
-99.5250844624,-98.7594483508,-99.0947240578,-99.0370762794,-99.0411417354,-100.144656894,-103.346787318,-104.308890678,-109.019846805,-109.282747136,-106.90826228,-107.129810606,-107.223291942,-107.076349878,-103.265853259,-103.276904215,-101.624742867,-100.873752967,-100.576165591,-100.343155386,-98.4300793263,-98.5963755874,-98.3011889987,-98.5718109163,-99.4979324059,-99.4077934584
-98.7371371261,-97.9799376255,-98.2271562173,-98.6059384732,-99.0083298979,-102.03563657,-102.076633094,-102.332422216,-106.410487594,-106.404367219,-108.713778708,-109.182384108,-109.188163409,-110.650283488,-108.771483818,-106.459059597,-102.385819607,-102.209716936,-101.798174874,-101.459982429,-101.137074954,-101.429496185,-101.454919103,-100.367948444,-100.273262073,-99.3600478006
-86.8081000597,-86.7458576686,-86.8442113991,-86.8377339922,-86.8641512417,-96.8142711024,-101.557792254,-101.614478937,-106.778749347,-106.471721334,-108.023118665,-106.657411632,-107.360888394,-105.637409007,-102.650354598,-103.037652215,-102.467312351,-101.578438664,-101.20206244,-100.678839694,-99.8477829478,-101.04969351,-99.7787717519,-99.3416120194,-99.6209541111,-100.172126606
-90.189082741,-90.0601016984,-90.0753689397,-90.0275855662,-90.030524899,-99.0430593353,-96.4906036914,-96.7338674844,-98.307630126,-98.1311979337,-98.4993851101,-98.643432967,-98.7049719019,-108.682756431,-107.194154149,-107.069710235,-101.812346486,-101.204762017,-100.950706732,-100.156291412,-100.116740808,-100.237843075,-99.4044710081,-101.820612578,-100.415065481,-100.526241897
-94.4847908153,-94.1688126312,-94.3476566068,-94.4894083731,-94.5580248017,-101.690984034,-102.848432945,-102.849575779,-106.713661406,-106.579976763,-106.317233743,-106.622245554,-106.96859982,-105.781254033,-101.835772664,-101.972929221,-97.1648068906,-96.176938058,-96.1116544674,-96.0932093204,-96.1793231456,-96.8468870548,-96.5262316385,-100.354676066,-100.908379876,-100.987994157
-96.4769233583,-96.8015000084,-96.72240364,-97.3451899248,-98.0568713689,-102.125644231,-100.564731233,-101.942151272,-102.347190929,-99.4005163645,-99.4826972546,-99.5112626374,-99.5553525123,-101.028904906,-99.9246201265,-99.9416247502,-99.1193910403,-98.4150364838,-98.3130027789,-98.1397208048,-97.9899911902,-98.345887719,-98.2561790078,-100.623666328,-101.906506421,-101.887734876
-95.2029466232,-95.4187336818,-96.5575728686,-96.5525702261,-98.0135360274,-100.845353155,-101.86590423,-102.604251094,-103.311569556,-102.75888258,-103.130757922,-103.216936867,-103.24438389,-106.915566042,-99.6920359608,-99.4600484504,-97.7928950197,-96.4788265182,-96.1827113985,-96.2011466633,-95.9376872761,-97.446366033,-96.9814227991,-98.0737982239,-98.42843199,-98.9433058918
-96.4698654505,-96.000251649,-96.0992026382,-96.8584061078,-97.4265534641,-98.4629096375,-103.393177112,-103.534642998,-107.411375522,-106.656118524,-107.514119076,-107.804400059,-107.955962772,-107.521630175,-101.951504076,-101.672220152,-98.5383118971,-97.5963649572,-97.2463709271,-97.2529188706,-96.9486415483,-97.8994036528,-97.8377101773,-99.1689495082,-99.0180755056,-99.4200552003
-98.2072715502,-96.8822444557,-97.1232402039,-97.1334007948,-97.673093406,-98.0414012268,-98.6798427506,-98.6543293598,-100.995266827,-99.8553567377,-100.146067673,-100.330206338,-100.419097568,-105.256442622,-104.033142991,-103.446388379,-99.0527102914,-98.8719925953,-98.6163773907,-97.9073809294,-97.1970869432,-97.1093663658,-96.7563753044,-98.4614370228,-98.4652203639,-98.3868813665
-97.2040684675,-96.8983876476,-97.5143246358,-97.6266706558,-98.8212111125,-98.8972265436,-99.7112722054,-102.555418743,-104.16570822,-102.7238824,-102.923754275,-102.699319463,-104.066868198,-106.214186173,-104.985777959,-104.441271997,-103.079632078,-99.0355500575,-99.0230381349,-99.0423997439,-98.6345792169,-98.0791754565,-97.8169855877,-97.9157596545,-100.191623378,-99.6744989982
-97.4652992744,-98.975557388,-99.1163921345,-99.3612602417,-100.359875437,-100.616132589,-102.390533558,-102.900624572,-103.512620329,-102.782688021,-102.833084965,-102.490354473,-102.516941603,-105.254773766,-105.297769787,-105.142891762,-102.463397605,-101.858970516,-100.728696035,-100.355097127,-100.200283888,-98.9993232035,-98.926527852,-97.5299321685,-97.111763928,-97.5572752462
-96.0301217221,-95.978067448,-98.328629621,-99.2388116146,-101.372207172,-101.613427229,-101.576645062,-104.434255077,-104.777475737,-105.136840202,-108.606918781,-109.339210512,-109.510105371,-110.194281144,-104.553599688,-104.057198931,-100.729599201,-99.7856319148,-99.7032118083,-98.5458582202,-98.5571265279,-99.4493407941,-98.1286314204,-98.6260897813,-98.8663839167,-98.7885066494
-99.1884992865,-100.501725093,-100.455193148,-100.10324312,-100.854893795,-102.38853446,-100.505831914,-101.071849603,-101.695477929,-101.277833794,-102.478538813,-102.609646801,-102.553229685,-107.743439825,-100.383038603,-100.379739058,-100.092891373,-99.8452705611,-99.3995731602,-99.2937449023,-98.2276355677,-99.4195396985,-99.1575291164,-98.3507314529,-97.7881562356,-97.8236152404
-96.4819022023,-95.397946252,-96.2798910891,-97.0577951963,-97.2899855042,-97.3630423682,-99.4938680882,-99.5149446449,-104.693051247,-103.470394553,-106.808477529,-106.711473429,-106.847487555,-106.622072566,-100.740446839,-100.665719054,-100.440290908,-98.181449711,-97.7178471193,-97.2146302021,-96.8309575499,-98.2754191367,-98.0414908181,-97.0630159318,-98.0978950046,-98.6173716028
-99.8218185689,-100.371385839,-103.574531685,-104.007524137,-104.120403335,-104.523007033,-104.212542849,-104.518452465,-104.519830724,-102.508776156,-103.607851636,-103.879763866,-104.178671132,-104.749130649,-99.6730886156,-99.6605688679,-98.608516167,-98.5970014892,-98.1459917073,-98.1665104726,-97.6847693286,-99.8337132118,-99.9236972765,-102.819427227,-101.626183008,-102.500528216
-97.4084234626,-97.7233317683,-97.795725277,-98.5043750744,-98.5778335243,-98.5454869367,-97.8875007796,-97.9976530532,-100.368078381,-99.9575321164,-100.052708365,-100.219956245,-100.346475301,-105.517240152,-102.976226539,-103.014963296,-102.43184995,-96.3473735793,-96.098804425,-96.0801385195,-95.1121742457,-95.4505414072,-95.3792441382,-95.6655654858,-99.4164303697,-99.0175066904
