-91.3474771246,-91.4604569579,-105.6173605,-106.760256019,-102.944788558,-103.562744094,-86.3430677218,-86.3643349298,-86.361462816,-96.859950419,-96.1927233157,-96.2393353367,-102.200066434,-116.39104731
-94.8599595547,-94.3011309924,-98.8792493035,-100.302370628,-104.690719289,-105.494794113,-99.5676684068,-99.7742028433,-99.1400415192,-100.226856647,-98.759633808,-99.2739490319,-103.05585579,-109.336681128
-98.4730701237,-98.0627599665,-102.540021821,-103.524873663,-100.817413499,-101.443583863,-95.3601906993,-96.1646031506,-96.3449146955,-103.60341988,-103.050769059,-102.135722508,-105.365623244,-106.795535309
-102.367759197,-100.469341622,-101.458933502,-102.239349979,-104.690013604,-103.469242955,-102.807374238,-104.726212916,-105.942452804,-104.481773281,-103.602633773,-103.47706914,-105.870421751,-109.476833779
-101.963843067,-102.292240799,-102.134693414,-102.485977671,-102.968991431,-110.19623379,-101.62639902,-99.7551226982,-99.3912125041,-100.394694114,-100.865115802,-101.360889836,-104.803606261,-109.172347896
-98.1978499417,-96.6223961034,-98.8196400029,-101.202794957,-108.6307965,-106.663965445,-99.6200382181,-99.2942495718,-99.4665533181,-98.0228997158,-98.0447406857,-98.1781553756,-107.80532851,-113.923699372
-96.909446267,-94.8984884566,-96.8787727387,-98.3028539606,-103.288576852,-105.251819237,-100.614829114,-101.667707059,-101.062202058,-97.1665357919,-97.1285711038,-97.3568161772,-109.090896043,-110.379552534
-102.723874055,-102.233501962,-102.176657415,-103.737156624,-103.999550305,-107.477245437,-104.805845347,-103.221622488,-99.847296578,-95.8636879334,-96.2427042719,-97.3653337367,-108.482147048,-110.553049942
-97.204077194,-97.1066486039,-102.986242875,-104.998959223,-104.337692535,-104.808925444,-104.671793942,-107.227731756,-107.905529221,-101.096374257,-99.6229742431,-99.6223840061,-103.471831401,-109.438126647
-99.154811855,-99.2306970829,-103.648028637,-105.090605597,-104.821166515,-106.285703487,-100.952713668,-100.637118701,-100.135969497,-100.017402528,-100.452613597,-100.91178234,-111.313530333,-112.51986619
-102.444436864,-102.482966984,-102.024198399,-104.607534978,-103.982417775,-104.136564359,-97.9938280154,-98.0505166996,-98.2711841463,-100.114967678,-100.514417752,-100.421623591,-105.949431492,-106.034873858
-100.14716136,-96.9351738619,-99.2071931701,-98.4865942345,-100.843019463,-100.731651195,-96.1700398076,-96.6153389245,-96.699747256,-99.6101539322,-100.641132296,-100.749259134,-113.883334026,-112.03239052
-99.1500862365,-98.2328763623,-100.365507741,-99.4292173016,-99.6580158974,-102.406039814,-99.1159954842,-98.6062821941,-97.6488884675,-97.1999556289,-97.7785348428,-98.5944664348,-104.522259879,-105.610792333
-98.8343010607,-97.1324324501,-98.7062293007,-99.2082566569,-97.9314098207,-99.1217943477,-99.2296182636,-108.125748288,-107.118389596,-110.638715253,-103.642052934,-104.254535035,-104.511534337,-109.441611271
-102.550712588,-101.744978932,-99.9797588031,-101.523020722,-101.413530339,-105.676830658,-100.488800366,-100.187678851,-100.111095198,-97.0112710274,-97.358015018,-97.5567870463,-108.821629035,-109.774119933
-101.195355197,-101.025608798,-105.588794244,-105.373759273,-100.146575339,-100.272180216,-97.1096754338,-99.3247524772,-98.7521288928,-95.8061517258,-95.7317722883,-95.8336600221,-106.010757311,-107.279831234
-100.013875476,-99.9265718457,-100.156034585,-102.759805383,-100.00436683,-101.664621214,-96.2985556495,-96.5204126156,-96.5255713298,-96.4151810472,-97.1685993265,-97.1114645226,-107.012011238,-107.151027967
-100.677555294,-98.0022022816,-99.3846335033,-99.8831240347,-101.558995207,-101.622144625,-100.342318357,-103.151423859,-103.095718984,-99.3143906422,-98.4690131691,-98.6324813551,-104.719183799,-115.762156138
-100.62419829,-99.1528114787,-102.153365166,-102.322846838,-103.798207564,-104.22318941,-98.3099645204,-98.3188383441,-97.828664268,-94.2613612494,-94.4396422236,-94.6522476612,-110.080444601,-110.27338767
-97.3961619126,-96.1948508235,-96.5848034093,-100.648753339,-99.1966506316,-99.2388155905,-97.4361440856,-97.5675285598,-97.4881493779,-97.1516396922,-99.1384161135,-99.1651147648,-105.484305447,-107.559958065
