-97.3290378259,-105.465061659,-109.094898962,-110.022156159,-111.960996811,-108.006719029,-105.594130871,-105.311755788,-107.117388879,-98.8975655445,-98.3495850237,-98.1512393248,-105.134135874,-101.299267811,-100.874324151,-100.637249424,-105.13859788,-106.924116835,-106.226928526,-106.229076496,-104.341041617,-104.443698291,-105.90441355,-99.6055653809,-96.8470780982,-96.4993774653,-98.4339049111,-101.981581186,-103.385244306,-105.544379441
-104.086861639,-108.687154181,-107.044205041,-106.009560949,-107.325876812,-106.391943434,-106.463693806,-105.226299367,-102.446780362,-99.0292961452,-99.2424214198,-100.771612527,-110.428668889,-103.738765036,-103.800014161,-101.817397218,-103.725541557,-103.999172795,-108.244730305,-104.39307259,-102.726452216,-102.780433199,-107.055537487,-104.107305611,-100.710032488,-100.144373041,-102.023681661,-105.134179471,-104.979351049,-105.188400344
-105.700588888,-100.977640043,-100.970126654,-100.392126869,-106.563315274,-106.397693032,-104.929823299,-101.041404081,-99.9189423129,-96.2775447554,-97.1640613996,-97.8160775485,-100.439001141,-97.2991239419,-95.744154832,-97.1922908115,-93.5879128929,-94.4543774375,-94.4671729483,-106.648075112,-101.406838542,-100.515994935,-99.9959444259,-100.774830558,-98.8744614918,-96.9970995388,-97.1046778999,-96.5781891643,-98.4606216474,-99.5148528198
-96.0949119051,-107.402106106,-108.569487163,-109.026589364,-112.782839212,-106.87652885,-104.949575838,-105.100060134,-106.290325863,-92.4130081307,-91.9713048112,-91.9344638858,-99.8736999819,-101.842160168,-102.285748034,-100.131507561,-96.5753687663,-96.6864869176,-98.1440351727,-109.804215817,-102.905056468,-102.201936369,-100.751137028,-102.538304963,-94.8309735354,-93.6477266266,-93.5925643039,-97.9577217934,-95.4354671435,-95.7036201754
-104.677859897,-104.413305799,-104.133223726,-103.399695464,-104.720804109,-103.296344595,-103.695391518,-102.797747032,-106.164355681,-96.5467168832,-95.9515591464,-95.9630231437,-101.321961256,-99.1871244423,-99.0851988821,-99.2396430187,-94.7582830448,-94.8915960154,-94.9832986577,-106.669366765,-100.610655628,-100.658017806,-101.132892489,-104.062643465,-102.555478704,-100.107712919,-101.244260448,-101.661267157,-103.660917807,-103.12117947
-95.9307926662,-110.877800846,-108.327562634,-104.767593558,-104.658423056,-105.691578626,-106.368141133,-105.205449547,-100.78599159,-91.3989137963,-91.2938308671,-91.4497296337,-94.4168142878,-94.056291232,-93.39246594,-97.8175528875,-96.7791738821,-99.375424608,-99.2148138877,-103.276909239,-101.195110633,-101.25778618,-101.8869159,-99.1118316822,-95.4890229193,-95.578271914,-96.4896257426,-102.019940812,-98.2962858961,-99.2002643062
-96.1371157692,-107.326142198,-107.411491064,-104.375005293,-105.372542937,-104.099680847,-104.189262923,-104.155680357,-105.839503054,-95.2361885825,-94.7574592413,-94.7291490175,-100.708297435,-101.541653542,-100.405361255,-100.661731614,-98.0540757678,-98.6508928656,-99.8405661932,-106.382579712,-103.958582503,-102.339821173,-102.86964387,-100.277618757,-100.759864835,-97.6849859848,-98.4962482979,-97.8023744248,-99.6269037908,-101.181136538
-95.7865403569,-103.548696574,-104.546241112,-104.607376507,-110.182133123,-111.242420121,-102.391734888,-99.0811213269,-97.5240404734,-97.223842847,-95.3184381788,-96.0734397729,-97.2185177237,-103.111980026,-99.2046199197,-98.1386986234,-98.3098743155,-101.785584233,-105.242897741,-104.168529321,-101.957760563,-99.6867194034,-100.782738492,-94.4158277003,-94.456461928,-93.5167998079,-98.273333819,-98.712730149,-101.298743283,-101.351643499
-105.94973796,-110.799936121,-109.099310493,-110.607736674,-105.004677975,-104.789515305,-102.931291222,-104.990954282,-103.955822103,-97.4144954183,-97.1461533249,-97.2349577483,-102.281754847,-102.618220708,-100.043133196,-101.582844744,-100.610383773,-104.548947368,-104.192490594,-109.150986078,-106.211495159,-105.787029401,-99.5966335465,-100.099360797,-99.9634474903,-98.7777892154,-95.486633526,-92.4168351042,-92.8564517394,-94.3770463586
-98.5197146707,-102.375057435,-103.152797916,-102.743976779,-110.608965563,-108.760596562,-106.034619852,-104.947994834,-104.649151739,-99.1409497239,-99.0452090182,-99.0916325358,-102.595186636,-103.032880856,-101.384600554,-104.322805401,-95.6927873553,-96.0848864954,-96.0653902712,-108.786566323,-109.564392206,-101.466226882,-100.558238734,-98.5658825354,-97.7550786125,-98.2089112525,-99.9649559335,-106.357024054,-105.382823093,-105.813325731
