-107.951628511,-111.870706317,-109.094246585,-99.4919746117,-99.6876438769,-106.351684864,-107.332344669,-115.260807657,-109.636496168,-109.573265641,-108.725432368,-108.892356851,-102.479959447,-101.903314571,-100.264869808,-100.36526299,-103.420119774,-101.55197372,-99.4719623987,-99.7134804,-104.625350934,-102.820611862,-103.412324861,-113.43345754,-114.294222694,-119.008561918,-115.982853395,-113.429590502,-106.377731328,-106.262749313,-105.941096826
-112.647948745,-115.834022413,-112.701117861,-97.4758132134,-97.4918245039,-104.818046014,-105.157492107,-121.108172893,-108.12219454,-107.271625404,-112.743285369,-108.174356616,-102.118823863,-97.0719329109,-98.0446259666,-106.790023625,-100.330372352,-100.382096808,-104.526975786,-104.00081437,-107.261907311,-104.048618041,-103.986223773,-113.089255544,-116.708033824,-121.403992192,-121.715496538,-106.947995056,-106.719291955,-116.628300518,-112.105788962
-115.57213989,-108.879575758,-108.993599897,-91.79588799,-91.6915407772,-107.245525387,-115.748734923,-119.575421223,-113.714135828,-113.661274958,-118.763885282,-108.501249075,-108.075171701,-91.4040337503,-91.2030137285,-103.007770187,-107.808874189,-99.3332971218,-95.6223416599,-95.8680852831,-99.9899956828,-100.479437113,-100.156630665,-110.451061281,-117.528387067,-113.318402633,-112.106164941,-107.554722492,-106.34884988,-110.211752845,-112.533776639
-112.295353531,-111.552446163,-107.771536478,-98.2725306972,-97.9248303838,-104.94800153,-110.519049015,-107.931545536,-107.647584994,-111.244946496,-108.5183065,-103.390254002,-102.553449776,-96.7154700047,-95.2588419716,-96.4719943012,-97.3438602137,-100.114114393,-103.166248714,-100.7331007,-99.8000150199,-99.9644581188,-99.0706297243,-102.436208991,-117.172016046,-109.372706232,-109.448687565,-116.117112639,-120.005136472,-122.904538184,-108.970759758
-107.192229493,-107.727435782,-108.385423414,-107.03034596,-106.006549143,-108.962802012,-111.784307407,-109.134660781,-107.804700027,-108.866466553,-111.954502512,-118.792863188,-104.535049162,-96.283050299,-94.6149895883,-97.356254778,-100.319110275,-99.3628759624,-98.4644494583,-100.361615602,-102.168553577,-97.2485195789,-92.019630589,-93.1094348223,-113.700409154,-109.64836418,-108.524639836,-107.21458066,-108.945522512,-110.135132079,-108.071534485
-105.518657423,-112.452116301,-113.399463738,-108.287055068,-106.654776551,-105.495105244,-106.7269024,-113.678272148,-113.668184907,-116.650839876,-114.552568046,-108.432344075,-108.960616691,-92.5261935313,-92.2794293677,-98.3218225935,-97.5208497521,-101.220106362,-103.301546614,-100.609956714,-97.4995080827,-97.1681713646,-92.8691354848,-93.4462627977,-109.660984405,-107.464975419,-109.114924384,-106.319537904,-106.60430435,-102.517820328,-102.186407682
-108.689521971,-108.251301699,-106.028127907,-104.457246894,-103.838440421,-103.97271474,-108.013535998,-109.550840123,-108.249376707,-108.508859494,-112.183214551,-113.324788515,-105.58083229,-99.3108680474,-97.7925006025,-97.3840637746,-98.0051812886,-101.410238368,-98.8297625308,-97.0370415436,-99.1123986178,-97.6739931715,-96.3126160075,-100.030164787,-109.385322194,-107.927950092,-110.102660713,-128.468168627,-112.888817812,-106.577855185,-106.35445929
-107.030986658,-106.405863002,-108.231744116,-108.15569523,-110.19546997,-107.094739923,-107.134728456,-112.244780822,-112.685357365,-108.697849942,-109.151725906,-103.615903334,-101.307758042,-98.6469202833,-99.7424379946,-96.0072519097,-91.4160239577,-93.2016483928,-101.224366187,-96.7652718421,-96.8393672954,-98.7488942048,-100.266080168,-104.700569418,-110.06739225,-108.196197582,-108.774362726,-113.405311212,-107.750654846,-107.339079767,-102.816772862
-105.908001617,-111.341762994,-114.300011871,-112.734769575,-113.054174835,-110.15377229,-108.0213934,-107.422415769,-107.674988919,-106.711476945,-105.432121718,-107.481904533,-113.176320337,-105.205735538,-102.52476653,-104.264386859,-95.6964242637,-95.3664732045,-100.581397529,-98.0294485743,-98.1003149389,-101.04141932,-104.712495413,-109.231984983,-108.909426857,-105.213861875,-105.47185596,-111.495423067,-117.758003718,-107.926495574,-104.479465974
-113.212829407,-109.428013513,-107.791153602,-107.347898733,-107.354710399,-106.429288872,-106.581469677,-108.527615985,-106.966000894,-105.637249017,-106.51882223,-109.067219472,-103.631910486,-98.7946632316,-99.7601365829,-103.680379443,-99.966597931,-99.7526565368,-103.582445081,-105.188593904,-97.5619559759,-96.4897060393,-98.8056663397,-101.739176745,-108.912070508,-109.733633951,-110.899418324,-110.561970246,-111.094275505,-116.465857456,-121.211032208
-105.754655459,-109.913238089,-111.062777241,-107.310611217,-107.609065763,-108.430049719,-108.499209307,-110.547200718,-111.019519923,-110.808468387,-107.192871929,-107.38624899,-103.35798884,-98.7336078696,-99.2994314709,-104.718039461,-94.9062862808,-94.8901446448,-99.4300627783,-97.6137504145,-98.6240268157,-100.732844199,-103.454035208,-103.476529328,-106.540509857,-107.524084618,-106.131639076,-106.416832109,-108.217811469,-111.605881725,-106.919658088
-106.784852914,-113.382819955,-109.549151278,-107.097602643,-107.10403255,-109.140156664,-111.010987048,-111.565747799,-112.787498342,-113.462630555,-110.558923505,-109.060728123,-102.426004043,-101.133465995,-103.169406848,-102.979899583,-102.412606714,-103.30722803,-103.145687171,-102.185809024,-99.7859232656,-98.3490735209,-99.260033104,-103.075552183,-113.079883316,-108.624368462,-108.705357795,-114.073543946,-111.04939469,-106.577943806,-103.136945041
