-108.089800948,-108.944904335,-98.5994841559,-98.5892095572,-98.6576572132,-98.4253832945,-97.5378915561,-99.9408344714,-99.8234160658,-99.8307968121,-100.353141857,-102.322631873,-107.595124276,-106.992199733,-102.940689042,-102.623659698,-102.516628246,-100.577027176,-100.602268975,-102.399258243,-101.606092917,-99.2064577082,-100.13606392,-100.368581159,-100.295561297,-100.083146443,-103.535638219,-105.751536625
-103.177155443,-105.554646409,-107.25132679,-107.354474738,-105.208030091,-102.835246803,-101.94212955,-95.9843169815,-95.9481913826,-95.9754695085,-96.3979016755,-96.538953483,-105.951963186,-100.088069068,-95.9619634045,-95.9119801416,-95.8464781747,-95.7636351999,-96.9441017499,-104.1793247,-104.10936574,-102.849144713,-102.724934568,-103.664253953,-103.924882897,-102.323714397,-104.227217706,-105.119166706
-104.437004304,-104.575452694,-102.196484593,-101.802544451,-101.491767935,-101.49800653,-100.970348803,-101.803166588,-102.141871531,-100.951655873,-100.957402519,-101.300683228,-104.540637502,-100.901049765,-100.237610381,-100.032697664,-99.8431879974,-99.4311518202,-100.936680867,-103.599054861,-103.742704492,-104.067853689,-102.836655502,-103.550738175,-103.612239682,-102.292477213,-102.449553134,-105.226828646
-106.276581428,-108.503137898,-107.713155193,-107.43400817,-102.777848989,-101.938223175,-101.893051645,-102.340658036,-102.153554968,-104.756030854,-107.599819413,-105.551522674,-105.627176862,-100.096067462,-97.2068157739,-97.0200590582,-97.1918413322,-96.5399238596,-97.5841148757,-101.136651314,-101.265235262,-101.215567561,-99.8774239388,-101.018072417,-100.962470116,-99.1668161048,-99.3146737892,-102.020955579
-105.455729634,-107.73013072,-99.1956303449,-99.2380874058,-98.2964726515,-98.1667134765,-97.5209250231,-100.024113501,-99.9099318156,-99.9053921788,-100.447307376,-101.887417863,-102.622186582,-98.5018695539,-97.5175916073,-96.7816480435,-96.6930366474,-96.9917549613,-98.2698397382,-100.674789879,-100.849196315,-100.627642597,-100.2525202,-102.271199614,-102.432090182,-102.794166595,-103.471152177,-103.863675826
-103.376132195,-107.902648603,-107.601264778,-106.084815323,-100.782121698,-100.591719311,-97.1045574941,-97.0581278128,-97.1112252278,-98.7833292922,-99.0253162775,-107.68562332,-111.341530204,-102.536460519,-98.9046629396,-98.6219063538,-98.3073195941,-97.2957339136,-97.8407753878,-100.393512154,-99.5737745602,-99.8134046973,-99.8141139157,-101.002884869,-100.873462252,-102.593279203,-102.943714208,-107.994171936
-102.870423917,-104.768048165,-103.943517875,-103.912487024,-98.8040392288,-98.6781587702,-98.3397405655,-97.5668348669,-97.4749697783,-99.9600821875,-100.119961842,-100.722476421,-105.023464694,-101.127305324,-101.955823197,-100.605660795,-99.7951494325,-98.7383168868,-100.277596935,-100.158771917,-100.092507607,-100.979489687,-100.645464462,-101.096557998,-101.610927284,-101.125043844,-101.17210881,-100.78682705
-102.740077635,-103.36290214,-103.681706372,-103.216417679,-102.639689846,-102.990500335,-102.708576453,-101.612375169,-101.728519807,-102.2230657,-102.913753722,-103.314198474,-109.20654733,-103.063225895,-99.5418942051,-98.6527465804,-97.8847836424,-97.9615453125,-98.8328712969,-101.356815812,-103.084150611,-105.44841965,-102.562168268,-103.57139628,-104.015319365,-103.82783495,-104.130559254,-106.222363456
-101.374891239,-106.996988822,-105.360613657,-105.277070696,-104.972600842,-104.859501027,-104.732782714,-101.423340101,-101.271321129,-97.4092766667,-97.4518320768,-97.5191153372,-99.1615937894,-97.1432574496,-94.2063731625,-94.1088825102,-93.7538408749,-93.5205678574,-94.2503362842,-100.85835462,-99.9887710496,-101.583021423,-103.544748202,-103.207098729,-103.170230032,-104.262618477,-104.308923997,-104.424231419
-109.386715711,-108.652931633,-104.069721664,-103.830556848,-103.866759367,-102.482027157,-102.519882757,-99.2298722297,-99.290309569,-94.6823649826,-94.9002016719,-94.8767487319,-95.7755528727,-94.8674996163,-95.5446233347,-95.4318591813,-95.4192901521,-95.8762789201,-96.879740576,-103.680951608,-103.74745304,-104.217477256,-97.7508978393,-97.7354773482,-98.1114304944,-98.1026847863,-98.0610937014,-103.512321341
-100.953132244,-103.28342236,-101.418886359,-101.470178937,-98.3157591573,-97.4144805264,-97.0234908134,-97.1740513697,-97.035259821,-81.7060360544,-81.7279028023,-81.7398894783,-81.7738511651,-81.7468153621,-99.4864695281,-99.3720806983,-99.3195451437,-98.9621727145,-99.5584669451,-102.863736056,-102.426371661,-102.433173163,-98.0241734336,-98.8704738397,-98.7493078544,-98.8704184446,-98.9383218653,-107.321488686
-103.59904678,-111.263260573,-106.951959913,-107.260156062,-105.238674194,-104.372669791,-102.058439,-101.636859553,-101.423079639,-91.3206351235,-91.3436847562,-91.4950630175,-91.5895683723,-91.3303337974,-96.4274685758,-95.8410640256,-95.6033549731,-95.3849229188,-96.0677784989,-100.772961408,-101.843941112,-102.795256732,-97.1829311291,-96.9407552915,-97.0524286681,-97.2300718666,-97.2801931396,-103.722141651
-106.638719662,-108.223389475,-108.993239672,-109.310737984,-99.9669593664,-99.6634267917,-99.2429912085,-98.9308753525,-98.7043494586,-93.9812150826,-94.0780096067,-94.2514520881,-94.1677455369,-92.788309778,-97.4184678838,-96.9225611784,-96.880367161,-96.721038231,-101.202067508,-100.919302605,-100.52165632,-100.364522707,-99.2560920136,-99.6730219464,-100.139294598,-99.3241227937,-99.4505438877,-101.513954666
-101.446224659,-104.929942964,-100.96434542,-100.374977811,-99.7100306437,-99.3840931631,-98.859316085,-101.105161908,-101.596818066,-95.5674354241,-95.7056882363,-95.9610380372,-96.2794819425,-96.1200647669,-104.924103739,-104.658776293,-104.063466982,-101.69309936,-100.84626771,-101.450194388,-101.462046003,-101.787639036,-102.841277874,-104.827260629,-104.539274789,-103.788810822,-103.87635131,-104.043784649
-99.6703305418,-101.481492842,-105.254302996,-105.304597842,-102.849618429,-102.446068738,-101.712406882,-102.078831357,-101.244201608,-97.8656535811,-98.3131245876,-98.6749569218,-98.9006677885,-95.9707288586,-97.1542080808,-97.1710318052,-97.0586232618,-96.6360217305,-100.047871412,-103.042701117,-99.9451092154,-100.114686943,-99.7959936128,-100.662150439,-100.541379565,-99.5745562761,-99.5176532383,-99.4914418383
-103.516949812,-104.870813024,-105.22106053,-105.454477806,-104.252869878,-103.099475706,-102.551485558,-103.800198924,-103.754295747,-98.8947387511,-99.535372627,-99.5239472355,-99.5052331175,-95.1882986054,-96.0175328027,-95.9438713001,-95.8686691355,-95.7583801323,-100.643206933,-103.738906032,-104.497423383,-105.813057149,-102.890536608,-102.546035072,-102.516590892,-99.4055105886,-99.4538442657,-100.890908673
-100.683419542,-103.252621736,-104.760630951,-103.727909114,-103.69378628,-102.330415561,-101.038695078,-100.636226126,-101.157711239,-100.770040525,-102.448776143,-104.408991282,-108.734579896,-106.379672043,-104.01290956,-101.871059948,-101.165683003,-101.076579814,-95.1781664006,-95.5644326614,-95.0946975424,-95.1840490001,-95.0457876362,-100.703797098,-100.717286912,-103.955182437,-104.017783483,-102.041069182
-102.725942496,-107.10101127,-99.060541695,-99.1296314503,-99.0429773167,-98.2510668895,-97.8665198465,-100.804051662,-100.615660924,-97.3568985728,-98.1192892582,-98.3679498392,-99.2580706018,-91.7439611398,-90.4582814085,-90.0491350995,-89.9856230166,-89.9090136857,-93.2885016857,-98.5453728226,-101.666694287,-102.788800534,-103.310227389,-102.400262008,-101.914983417,-100.659299579,-100.814986477,-100.033947963
-99.9581614532,-100.216969777,-101.946497776,-102.054805822,-101.749256413,-100.656899316,-100.482480621,-99.2374609665,-99.0509274792,-98.4260674266,-98.9642827959,-99.0781842177,-102.773549821,-90.9712399914,-90.118110196,-89.7638429462,-89.7334960473,-89.7083712243,-94.7643995003,-98.4921544457,-100.850945576,-101.179494379,-98.2475735395,-98.5526068569,-98.7095877814,-99.6442669196,-99.5667610026,-105.926408579
-100.765367962,-106.797022096,-102.669568057,-102.572621685,-102.423855339,-103.112742154,-102.56632599,-107.01449004,-107.253135147,-107.556467833,-107.619094335,-107.348145898,-104.697646397,-91.9937273049,-91.8243221652,-91.2148121935,-91.2271842049,-91.2669581379,-97.7787309474,-98.4087621239,-101.774928152,-101.96364783,-98.8150885342,-99.3589140252,-99.364713073,-99.2969462692,-99.2692160049,-100.602840894
-103.92583531,-105.715291882,-104.182603192,-104.681014893,-104.653795326,-104.445845704,-103.06485402,-103.150688727,-102.803803609,-101.871903437,-102.539221276,-103.721837941,-106.652478348,-98.7346123007,-97.268360298,-96.7792275538,-96.3757295653,-95.9895382977,-96.8976246227,-98.6378070051,-97.8362088483,-98.2816365946,-97.5322429873,-99.5297131238,-99.5073950061,-101.399331771,-101.730005171,-106.561445183
-102.914185698,-105.345121447,-105.252082625,-105.322424646,-104.557851266,-105.353608481,-104.968305442,-99.9200246807,-99.9767664575,-95.2945902321,-95.2723196169,-95.2569953982,-95.8459411532,-94.8141743755,-97.8944978136,-97.870172675,-97.8547112555,-98.499596433,-100.569681824,-102.672427893,-101.351790224,-101.339289354,-101.540296289,-102.523590615,-102.976981487,-102.739861988,-103.37037218,-104.337622195
-103.023095386,-105.018315678,-103.515430539,-104.754494567,-101.846082214,-99.04534956,-98.2537554455,-96.3848690912,-96.3784593013,-96.5763716049,-97.9999708526,-98.6104723357,-104.290476983,-102.254927377,-97.8038075643,-96.9084716303,-96.9515410894,-96.7694367101,-97.1095782789,-101.72584561,-104.541260638,-104.321591684,-102.967797454,-103.00847157,-102.907478325,-101.470900328,-101.554130852,-101.746803173
-106.051469624,-108.673249628,-103.192470816,-104.07666444,-102.144775516,-102.074854562,-101.21232866,-103.20912243,-103.056330079,-105.49485255,-105.655626682,-108.730702049,-109.114028031,-105.777138731,-101.861043777,-100.622207857,-99.9782859611,-99.7085449031,-100.351278954,-102.776003152,-101.865408353,-102.240574631,-98.100353822,-98.0826848425,-98.0642236587,-98.9699818518,-99.2749677519,-105.074335384
-101.761447655,-104.696215618,-109.785664014,-108.523637324,-104.556250144,-104.678994307,-103.64407329,-103.724968928,-104.106956435,-97.8253012562,-97.8470787599,-98.0752639094,-98.1017613452,-97.6744074471,-103.743991042,-102.156454284,-98.2394240158,-98.0245897623,-98.4212678272,-99.0483599242,-98.803184238,-103.253448525,-103.674761312,-103.541095024,-103.519082612,-107.04105906,-108.378410515,-107.935378954
-108.942626874,-109.823768567,-104.469003247,-104.446222388,-104.060986832,-102.050925303,-100.679169227,-100.522017448,-100.326245667,-98.3772262223,-99.1081626578,-100.140214628,-101.515846984,-99.6486335569,-98.9948889966,-98.9618395763,-98.4619969117,-98.0207927259,-99.3859192025,-103.863316274,-102.404412278,-103.670032779,-100.979466575,-101.013679434,-101.12828193,-100.057136275,-99.9798054721,-103.03278465
-104.536927048,-105.071009798,-105.977834232,-105.675525625,-104.210206377,-104.448186334,-103.6773796,-99.2865724029,-99.2466167288,-98.1829946294,-98.2010167038,-98.3086555316,-101.901352721,-98.4752342266,-98.8573694513,-97.6814942849,-97.2453791174,-96.2559949303,-97.847984472,-98.9927260075,-100.574011213,-101.102751252,-103.369341951,-103.835724269,-103.863515847,-103.729133051,-104.921539315,-107.745183873
-100.992434575,-101.307221165,-104.414095482,-103.421918548,-103.198589063,-99.7172829232,-99.3857638175,-99.456565985,-99.9831932602,-99.8951245963,-104.624017206,-105.019250826,-106.712672664,-98.7220469083,-98.5645089203,-97.2168763394,-97.0671694107,-95.5773081859,-97.8136901539,-98.1584017262,-98.4219323609,-98.5792368723,-99.5336240261,-98.6671042199,-98.6237020339,-100.157147039,-100.486903813,-104.634127111
-110.831978193,-110.562515491,-103.678969927,-103.480321027,-101.557226883,-97.4815995543,-97.5032042082,-98.5188568636,-98.6161369072,-99.4622597693,-110.475186715,-109.533670869,-105.983513125,-99.5518661121,-99.0256954013,-97.941996064,-97.6918671191,-97.909910172,-100.968931032,-100.94604152,-100.465767924,-101.082896626,-101.394294413,-101.081179298,-102.033115444,-108.215173255,-107.480807096,-107.532519218
-105.274460763,-105.462166414,-105.757001974,-105.009035211,-105.109683243,-101.008492912,-100.572078025,-98.3984812686,-98.6006211674,-98.0917862913,-99.8852720839,-100.10144994,-104.284209945,-96.6328452792,-95.8870386622,-95.4314090499,-95.0880102076,-94.137883024,-96.7770872916,-98.2293104767,-97.5238976353,-98.1623574454,-99.9802102303,-99.7039074248,-99.5819238258,-102.202480615,-102.363106548,-104.110895551
-111.588962431,-111.143273547,-106.940204827,-106.451973811,-106.981118527,-102.382636066,-101.745122409,-96.4383195383,-96.4836554906,-95.8294240026,-96.528545616,-96.6681694771,-102.043896206,-94.8267635438,-93.6104364155,-93.4813643546,-93.0377798426,-92.46108776,-95.0910264565,-97.7377893094,-96.4432132202,-97.5267634547,-99.8400459262,-100.151068238,-99.9362239198,-103.834922831,-103.71826869,-102.067986104
-102.771297587,-103.320318215,-107.537081216,-107.540908324,-105.299812436,-102.920568644,-100.571305843,-98.258345771,-98.0753290113,-97.7577471338,-98.3803802923,-98.9558732294,-101.937990075,-98.7183599812,-95.3597939739,-94.7814818519,-94.9387091784,-94.3849020487,-95.3762066023,-99.8674022355,-100.81148747,-101.281162596,-103.757060629,-101.820339932,-101.593423156,-101.869330004,-101.744698488,-101.96471328
-111.160617154,-114.007912089,-113.780196371,-100.651469037,-97.8276160633,-97.8127873668,-97.8165591507,-97.8183591795,-100.748257531,-114.601689473,-111.846558841,-111.648265407,-111.743051113,-111.518729835,-111.430268723,-115.178804814,-117.615368236,-116.498002809,-82.02629735,-82.0262097426,-82.0260635363,-82.0250944076,-82.024639412,-112.867601231,-112.446302946,-112.339619387,-113.543006408,-112.237704257
-116.726252244,-120.26910191,-119.247143147,-103.613616832,-97.3943058218,-97.3619632827,-97.3554152266,-97.3522803987,-98.4775996171,-113.87719236,-114.849421541,-114.184799223,-114.330189499,-112.253072586,-111.887658043,-111.817885266,-110.496687087,-110.284753785,-71.3970271341,-71.3971222313,-71.3971556659,-71.3972856957,-71.3973141811,-114.962466048,-114.42774147,-114.514304313,-113.896520068,-113.252883675
-108.525556548,-112.91275481,-113.40686394,-98.0150725766,-93.1744207758,-93.2030013263,-93.1921287952,-93.1851137873,-94.8614366268,-112.639477238,-110.330514854,-110.705323466,-109.649703957,-109.642147203,-108.894544279,-110.110456141,-109.377913912,-110.84678489,-74.4217927724,-74.4223228793,-74.4224301855,-74.4226587585,-74.4226486128,-119.501118074,-119.851219873,-118.579238441,-118.323374663,-117.437836927
-110.468229125,-115.60980503,-114.264920447,-98.0906451205,-97.8156148445,-97.8105734098,-97.8434714222,-97.8406799942,-108.866711609,-116.938333413,-113.704066775,-113.767688957,-112.393245954,-112.416864964,-112.397208313,-114.799462867,-113.428181505,-114.023987996,-83.9610486562,-83.9608008954,-83.9607834958,-83.9606003735,-83.9614053306,-110.824119592,-110.70900312,-110.023215661,-110.582323151,-110.335602896
-106.371359931,-113.655620844,-112.463230642,-101.921472988,-97.6381972095,-97.6684146605,-97.6661927638,-97.686743456,-99.5357089583,-115.153152658,-111.627764575,-112.068260996,-112.077792115,-111.474295836,-111.434711486,-115.115561452,-115.064307927,-115.880765096,-77.9441943417,-77.944209491,-77.943696343,-77.9435267169,-77.943262778,-112.550402892,-112.533085165,-113.594512466,-113.192839007,-112.281624111
-107.529502354,-112.780094068,-111.743910855,-98.1572020165,-94.9154892618,-94.8706995181,-94.8739423861,-94.8904662657,-97.4689882121,-110.272432435,-110.475439772,-110.045827959,-108.286693824,-108.594906549,-109.61715215,-110.840856646,-107.716669211,-108.875488568,-71.9231893108,-71.9231976594,-71.9232006504,-71.9238544916,-71.9239034556,-116.318366205,-115.846439599,-116.471160686,-114.842875544,-114.686452578
