-106.666476839,-107.701033802,-109.10798878,-110.80653472,-110.469218678,-109.114124613,-108.009997713,-104.396412568,-105.135873611,-105.708710091,-113.975123692,-110.682267427,-106.636149167,-104.876442894,-105.376682236,-108.239371552,-113.425746856,-110.105033319,-109.182757342,-109.155066544,-113.876954029,-115.583278623,-103.690952521,-103.695690818,-103.486405583,-106.108534942,-105.15468123,-105.346584139,-105.539362725,-104.006993518,-97.5387993242,-96.993615093,-93.5854166931,-94.7211840789,-94.8996082183,-99.6064028339,-99.5388157037,-99.9702748457,-102.150657585,-106.271618041,-110.974823411,-106.99804588,-107.124178217,-107.39356896,-112.107468609,-112.396800384,-111.0771394,-112.217554976,-108.002422741,-109.256934675,-107.40020695,-111.54129534,-111.066190917,-115.396855676,-113.63014802,-112.842041473,-114.443688128,-113.808778241,-114.7423182,-108.059964621,-108.074421314,-108.012780147
-102.506624873,-104.091957847,-107.664317728,-110.633875972,-106.277123245,-106.981233443,-107.228309276,-115.895601207,-114.461337056,-112.513242849,-112.619500729,-113.628602273,-116.33069182,-108.273081693,-107.48688588,-106.756133461,-110.89315453,-110.422169828,-109.996745969,-107.783396959,-106.407718959,-106.61704634,-102.984971278,-103.868737631,-101.104948902,-102.438439434,-101.57526332,-105.322565697,-102.737696864,-103.14842505,-100.461794542,-102.484231211,-94.5057722024,-94.4639605871,-94.1386719157,-98.6429443847,-99.1906576469,-100.531269308,-105.120596666,-107.699670464,-107.544766492,-106.037235947,-104.851384834,-103.478115398,-103.617989202,-106.799729136,-110.727392171,-116.647291774,-107.046675416,-106.900319504,-106.458319109,-113.243145578,-114.8617062,-120.275876952,-114.18979563,-113.303677205,-112.770486338,-115.904006054,-119.197011839,-105.173637377,-104.890772973,-104.928706981
-96.5481098514,-96.5140657422,-103.332070141,-107.770762061,-108.889783258,-112.148118292,-113.019179967,-101.203499029,-101.196041596,-101.180325946,-108.703659807,-107.079938751,-106.354464296,-109.523916185,-112.816494901,-110.946594465,-110.340216453,-109.191828015,-108.019650402,-106.757377996,-106.900180672,-109.571356292,-105.782763122,-105.348733913,-104.597479471,-107.116565282,-108.004840641,-107.714322579,-97.7934864193,-97.6292844633,-97.4394136405,-101.165690934,-94.6752322735,-94.524420991,-95.0346130002,-102.611864801,-100.500247721,-101.045354727,-101.871906906,-107.028637791,-107.299248312,-105.536653,-109.329486915,-105.573070477,-106.92524843,-106.948532687,-105.959114679,-105.700608287,-102.853572607,-104.957614838,-105.029711157,-111.081889916,-111.686987262,-113.936869124,-112.019987554,-113.198540065,-113.186598766,-113.78929379,-112.346812958,-105.740414399,-105.86217953,-106.134205163
-99.4208131043,-99.6360484865,-100.523524973,-111.576073259,-112.563738031,-112.33471456,-112.220171578,-105.300902817,-104.561059296,-104.897536372,-111.449452459,-118.344668402,-104.733690791,-104.730880376,-102.782495955,-106.572629821,-106.341212247,-113.61195454,-115.060228583,-112.925452383,-113.217862664,-113.470158339,-104.336882175,-104.321156534,-103.769615076,-106.679610487,-105.196333125,-103.136189954,-102.60820521,-103.35593875,-97.3842083473,-95.9714906821,-94.2331014741,-94.9774010885,-96.2966026569,-97.470267374,-99.2948182037,-99.3449239257,-102.40112053,-102.29867541,-102.426962228,-102.641155159,-103.929262235,-103.517764552,-103.942902656,-104.928656187,-106.151329879,-106.688939429,-115.215569622,-115.838975255,-108.839240479,-108.0585539,-107.571092954,-111.882308353,-108.296414626,-108.99472068,-108.722008447,-112.528420869,-112.820483273,-111.9723649,-114.271862663,-114.24886581
-96.3978727332,-96.4161152071,-107.848287011,-109.727392786,-109.936989614,-113.781250186,-105.586878196,-99.616379075,-99.073479615,-99.9112606418,-106.999072626,-108.892200435,-108.286509747,-108.160474839,-108.588965509,-108.131708151,-108.309670687,-106.410246652,-106.957097971,-105.925439756,-109.339768369,-109.280127362,-109.214986896,-108.814066202,-106.871207049,-107.359278323,-105.483248929,-104.469302962,-99.5709407485,-99.525163951,-99.5838296282,-104.93529562,-104.689992774,-97.3479824069,-97.2784518409,-96.0223395378,-98.5762602672,-98.4418686753,-101.590230481,-107.388759575,-104.576356843,-104.904356892,-105.185079401,-110.755892221,-109.01052736,-105.455435532,-105.513922821,-105.99230837,-107.957269358,-108.072110317,-105.623632302,-107.236937179,-108.347406508,-116.480789519,-107.84558856,-107.869885483,-106.805098519,-110.26497376,-108.722802513,-107.850795882,-105.333253497,-105.909056454
-94.9341142353,-94.9189661481,-105.440810443,-109.229794804,-113.153164231,-113.059753675,-113.689148592,-102.075764687,-102.146348967,-101.965509646,-110.108851175,-108.291011262,-107.511039133,-108.098654952,-109.611896649,-113.095682836,-112.295675054,-111.712347808,-110.598764642,-110.094956701,-109.525775674,-109.677809469,-108.88824079,-110.000095754,-104.478583325,-99.0792108108,-98.8454832903,-99.8012711197,-104.42822849,-104.963808266,-98.7461255622,-98.1618424162,-95.34087252,-97.0387348384,-96.6615368514,-101.204065176,-98.6715821178,-99.9705762232,-99.6389945158,-101.163462978,-102.539712361,-101.049066191,-103.129375539,-103.37018289,-108.960839757,-107.049658228,-106.934932065,-106.331134603,-108.551724971,-108.998264379,-109.758099669,-111.400900688,-112.189612181,-112.917797079,-105.404333992,-105.383145266,-105.184721884,-110.990774253,-112.561886305,-112.013614585,-111.882764673,-111.941564898
-98.7483515748,-99.4792217097,-105.460696723,-108.135884174,-108.075538324,-108.073765252,-109.871792119,-108.030137258,-106.174541742,-105.853640007,-107.243740629,-104.735138627,-104.418547018,-104.926903577,-108.428664955,-109.283432735,-109.326208388,-113.810662217,-110.710128157,-110.721602719,-110.907688826,-116.662743194,-101.718728466,-101.589352386,-100.135116915,-99.9006945093,-99.7472646738,-99.8995570229,-100.995991546,-100.394184196,-101.64275909,-102.294626549,-102.080910049,-97.8398416746,-96.4209333404,-96.2820926987,-94.95735583,-96.5427662378,-96.6752079402,-104.681075628,-102.243223711,-102.01082472,-102.164044997,-104.961144079,-108.957198205,-107.905672461,-105.852571605,-106.804642949,-107.421876577,-111.279974693,-109.401466751,-112.487332718,-108.72507322,-110.352763095,-106.941180196,-108.724666394,-107.772147614,-106.592714446,-106.7668513,-104.30290134,-106.318054814,-106.327941386
-97.8099247486,-97.5399746715,-103.42459911,-107.901596251,-111.785849243,-109.68482491,-110.707782106,-109.863050771,-111.430521169,-109.754497131,-112.29177417,-107.530243443,-107.469115684,-106.288481507,-107.537436382,-108.454623409,-110.538918759,-107.46277116,-106.470569261,-106.378751708,-109.455849046,-111.503273318,-108.477342754,-108.83347447,-102.776133452,-103.464817869,-102.383468739,-103.322975035,-98.8286950362,-99.1005901478,-97.9146923982,-100.21836011,-98.7340520607,-98.9794249316,-99.5031697938,-101.777018151,-103.376375795,-103.586855712,-103.312592862,-104.86858193,-101.501164763,-100.507993024,-100.946387337,-101.628168738,-103.179609356,-101.757445937,-103.190218629,-103.215614613,-108.965586942,-109.940960849,-106.076351771,-105.354673026,-105.548216318,-108.793118321,-107.53033094,-109.139733468,-107.907008185,-110.663351052,-111.066009049,-110.023985104,-110.628114389,-110.362432785
-102.31677124,-105.384914951,-105.591746651,-105.75102988,-105.499495471,-107.47875286,-107.322524479,-105.248036584,-105.230843892,-105.001346569,-109.976262073,-107.278322302,-107.666371489,-105.867640729,-107.124592247,-106.836395074,-111.564197063,-106.804449684,-107.14214149,-106.329609499,-108.939077822,-108.529633326,-106.807569256,-108.021258689,-99.6207619463,-98.014095446,-97.6007062742,-100.87812789,-100.247935719,-100.367807558,-98.2671097182,-100.601096935,-99.9847441956,-102.043001743,-100.728951679,-100.736306052,-100.750730897,-97.7699305924,-98.0152712477,-97.9940826927,-103.624283158,-104.863565173,-106.583337294,-105.543625406,-106.878595616,-106.276241564,-106.073216918,-104.721014557,-105.010578413,-105.352998734,-106.061344863,-108.70270718,-109.436229942,-111.996007336,-110.121386368,-111.396049254,-108.710835599,-106.384880036,-106.430886011,-105.622681312,-108.707597791,-108.945582737
-95.479195603,-96.4777046187,-103.862129602,-107.046308038,-109.132316928,-109.577382022,-108.651796073,-106.884068815,-107.801398022,-107.640861782,-107.959957204,-108.364102829,-105.014373497,-105.594794632,-105.482223532,-108.157224827,-107.537951314,-104.891592971,-105.128601586,-105.679771029,-108.2163873,-110.56843808,-106.804926243,-107.418532487,-101.940819569,-102.82098916,-102.906483569,-106.135151878,-97.0956714054,-97.0502051529,-96.5399155585,-102.888743022,-101.472710411,-103.499576198,-96.9710908779,-95.5826699104,-95.7811405815,-99.1198772283,-106.098666395,-104.947409061,-105.11643854,-104.413860578,-103.770042139,-105.678093149,-106.729413967,-110.189244613,-109.069252796,-109.052529294,-105.492668453,-104.851814943,-103.999705799,-107.586120313,-107.498681421,-109.151796257,-109.373116,-115.720128522,-114.178938667,-108.445394615,-108.281932358,-109.246606471,-117.058904961,-117.631912192
